threshold,precision,recall,f1,cost,TP,FP,FN,TN,f_beta_0.5,f_beta_1.0,f_beta_2.0,criterion
0.48597188755020077,0.7801075268817205,0.2845098039215686,0.4169540229885057,4058.0,1451.0,409.0,3649.0,142126.0,0.5785486443381181,0.4169540229885057,0.32592093441150044,max_f_beta_0.5
0.37575100401606426,0.48936636702477526,0.4376470588235294,0.4620639685332781,5197.0,2232.0,2329.0,2868.0,140206.0,0.4780671692940369,0.4620639685332781,0.4470974720564079,max_f_beta_1.0
0.3456907630522088,0.2953512109121277,0.6241176470588236,0.4009573597027146,9511.0,3183.0,7594.0,1917.0,134941.0,0.33013192831065385,0.4009573597027146,0.5104724636751452,max_f_beta_2.0
0.48597188755020077,0.7801075268817205,0.2845098039215686,0.4169540229885057,4058.0,1451.0,409.0,3649.0,142126.0,0.5785486443381181,0.4169540229885057,0.32592093441150044,min_cost
0.37575100401606426,0.48936636702477526,0.4376470588235294,0.4620639685332781,5197.0,2232.0,2329.0,2868.0,140206.0,0.4780671692940369,0.4620639685332781,0.4470974720564079,max_f1_recall>=0.25
