precision,recall,threshold
0.034618517512897094,1.0,0.05909974871916638
0.034620867558210575,1.0,0.059370231202127526
0.03462110258029041,1.0,0.05938068705320206
0.03462251277978045,1.0,0.05942490665301997
0.03462650896894477,1.0,0.05975100238246824
0.034628389847770884,1.0,0.059973492712176425
0.03462933036381167,1.0,0.06002439042050711
0.03462956550080463,1.0,0.06041567138340365
0.03462980064099082,1.0,0.06042411709732449
0.03463003578437031,1.0,0.06053741559121403
0.03463050608070945,1.0,0.06094722896139157
0.034630976389822564,1.0,0.06156512468900178
0.03463121154916953,1.0,0.07009345794392523
0.03463144671171018,1.0,0.07179413821603407
0.03463309293892352,1.0,0.07207507655006976
0.03463356331830282,1.0,0.07211929614988767
0.03463450411539402,1.0,0.07228973321078959
0.03463473932265316,1.0,0.07244539187933594
0.03463544496359883,1.0,0.07296132260512059
0.034637797307760225,1.0,0.07311006088027135
0.034638032559750606,1.0,0.07311850659419218
0.03463826781493656,1.0,0.07323180508808173
0.034638738334895475,1.0,0.07324226093915627
0.0346399146907199,1.0,0.07328648053897417
0.03464273827071602,1.0,0.07361257626842245
0.034643444237640444,1.0,0.07364161845825927
0.03464367956634264,1.0,0.07383113136031351
0.03464391489824199,1.0,0.07383506659813063
0.03464438557163236,1.0,0.07388596430646131
0.034644620913123515,1.0,0.07427724526935786
0.0346450916056981,1.0,0.0742856909832787
0.034645562311062805,1.0,0.07439898947716823
0.03464626839309248,1.0,0.07461734693877552
0.0346474452604333,1.0,0.07480880284734577
0.03464791602975645,1.0,0.07481075025880558
0.03464862220772868,1.0,0.0748549698586235
0.03464909300903594,1.0,0.07489828527281119
0.03465003465003465,1.0,0.0749425048726291
0.03465097634221576,1.0,0.07518025751636319
0.03465121177325878,1.0,0.07518106558807176
0.03465144720750102,1.0,0.07542669857495599
0.03465191808558344,1.0,0.07569699631385642
0.034652388976463555,1.0,0.07578453132786202
0.03465474362284767,1.0,0.0759779346478921
0.034655214590524855,1.0,0.07602215424771001
0.03465804066543438,1.0,0.0760654696618977
0.034663223000067966,1.0,0.07610968926171562
0.03466510786965919,1.0,0.07629192593572391
0.034665343492771256,1.0,0.07634824997715828
0.03466605038132656,1.0,0.07643578499116388
0.03466699294424732,1.0,0.07657074030686646
0.03466722859298634,1.0,0.07665827532087206
0.034667699900075455,1.0,0.07675586791007795
0.034673356584878336,1.0,0.07702136469201452
0.03467359232013924,1.0,0.07703680624411362
0.03467689295039165,1.0,0.07708102584393153
0.03469057368685975,1.0,0.07710045399209929
0.0346908096562889,1.0,0.07710889970602013
0.03469128160477787,1.0,0.07713466318590408
0.0346917535661082,1.0,0.0774071215733798
0.034693169527152505,1.0,0.07756190486515117
0.03469340553189752,1.0,0.07763201157008721
0.034694349582987526,1.0,0.07781034616518463
0.03469458560378783,1.0,0.07792305229916445
0.03471064255524777,1.0,0.07807179057431522
0.034710878797778504,1.0,0.07808023628823606
0.03471111504352502,1.0,0.0781935347821256
0.03471158754466565,1.0,0.07820399063320013
0.034756297023225385,1.0,0.07824821023301805
0.03477928791112869,1.0,0.07857430596246631
0.03478148170885601,0.9998039215686274,0.07860334815230313
0.03478171896316507,0.9998039215686274,0.0787967962921745
