threshold,precision,recall,f1,cost,TP,FP,FN,TN,f_beta_0.5,f_beta_1.0,f_beta_2.0
0.5521044176706827,0.8326446280991735,0.23705882352941177,0.36904761904761907,4134.0,1209,243,3891,142292,0.5541804180418042,0.36904761904761907,0.2766337177375069
0.5541084337349398,0.8353022932592078,0.23568627450980392,0.367640311974308,4135.0,1202,237,3898,142298,0.5536109064112013,0.367640311974308,0.27519575072118685
0.5561124497991967,0.8351877607788595,0.23549019607843139,0.3673906393392475,4136.0,1201,237,3899,142298,0.553354220420199,0.3673906393392475,0.2749793937173734
0.5581164658634538,0.8351877607788595,0.23549019607843139,0.3673906393392475,4136.0,1201,237,3899,142298,0.553354220420199,0.3673906393392475,0.2749793937173734
0.5601204819277108,0.8351877607788595,0.23549019607843139,0.3673906393392475,4136.0,1201,237,3899,142298,0.553354220420199,0.3673906393392475,0.2749793937173734
0.5621244979919678,0.8354253835425384,0.23490196078431372,0.36669727578818484,4138.0,1198,236,3902,142299,0.5527870062753784,0.36669727578818484,0.27434276815975084
0.5641285140562249,0.8354253835425384,0.23490196078431372,0.36669727578818484,4138.0,1198,236,3902,142299,0.5527870062753784,0.36669727578818484,0.27434276815975084
0.5661325301204819,0.8354253835425384,0.23490196078431372,0.36669727578818484,4138.0,1198,236,3902,142299,0.5527870062753784,0.36669727578818484,0.27434276815975084
0.568136546184739,0.8354253835425384,0.23490196078431372,0.36669727578818484,4138.0,1198,236,3902,142299,0.5527870062753784,0.36669727578818484,0.27434276815975084
0.570140562248996,0.8353105373342637,0.23470588235294118,0.3664472677177407,4139.0,1197,236,3903,142299,0.552529542097489,0.3664472677177407,0.27412632253927544
0.5721445783132529,0.835195530726257,0.23450980392156862,0.3661971830985915,4140.0,1196,236,3904,142299,0.5522718876985593,0.3661971830985915,0.2739098570905093
0.57414859437751,0.835195530726257,0.23450980392156862,0.3661971830985915,4140.0,1196,236,3904,142299,0.5522718876985593,0.3661971830985915,0.2739098570905093
0.576152610441767,0.835195530726257,0.23450980392156862,0.3661971830985915,4140.0,1196,236,3904,142299,0.5522718876985593,0.3661971830985915,0.2739098570905093
