mean_predicted_prob,fraction_positives
0.06286027386561525,0.0008733624454148472
0.1454056716922535,0.0012648621300278269
0.259606907279289,0.004626617508855635
0.3168268108764483,0.03931168456146799
0.434681908701966,0.33116413593637023
0.5394068019481773,0.5758426966292135
0.6480546755853803,0.7607655502392344
0.730993583063069,0.8706467661691543
0.8452431140570924,0.93717277486911
0.9603197780750761,0.9549295774647887
